Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output
1.0986345425768471,408.4671459396109,-5.28840908566201,-130.70000558546175,0,0,0,0,0,0,0,0
1.09864,408.3640626207186,-5.25786087231328,-128.92342464251962,0,0,0,0,0,0,0,0
1.09866,408.2604340696206,-5.1691236383308405,-127.14175402354093,0,0,0,0,0,0,0,0
1.09868,408.1549818039381,-5.090069153167228,-125.355064065815,0,0,0,0,0,0,0,0
1.0987,408.0481430587945,-5.020516706188042,-123.5634253047858,0,0,0,0,0,0,0,0
1.09872,407.93993027539136,-4.960277668534256,-121.76690847131626,0,0,0,0,0,0,0,0
1.09874,407.8307547325816,-4.909168867754638,-119.96558448878235,0,0,0,0,0,0,0,0
1.09876,407.7208815142205,-4.7990502963975405,-118.15952447040311,0,0,0,0,0,0,0,0
1.09878,407.60873679765626,-4.765647990077199,-116.34879971631932,0,0,0,0,0,0,0,0
1.0988,407.49607722697687,-4.672912422693684,-114.5334817108274,0,0,0,0,0,0,0,0
1.09882,407.38193806334215,-4.588606158843457,-112.71364211960667,0,0,0,0,0,0,0,0
1.09884,407.26670181005227,-4.512556344041812,-110.88935278677528,0,0,0,0,0,0,0,0
1.09886,407.1499755842872,-4.444579846596852,-109.06068573218536,0,0,0,0,0,0,0,0
1.09888,407.0321272573914,-4.384508388676033,-107.22771314846456,0,0,0,0,0,0,0,0
1.0989,406.913583073197,-4.264352341812796,-105.39050739821532,0,0,0,0,0,0,0,0
1.09892,406.7933172166547,-4.219588524670192,-103.54914101120808,0,0,0,0,0,0,0,0
1.09894,406.6724996117944,-4.114440223326416,-101.70368668138484,0,0,0,0,0,0,0,0
1.09896,406.54975896331433,-4.084302197154073,-99.8542172642062,0,0,0,0,0,0,0,0
1.0989799999999998,406.4266032699592,-3.9934885823590487,-98.00080577349104,0,0,0,0,0,0,0,0
1.099,406.30257268592845,-3.841889752414617,-96.14352537873464,0,0,0,0,0,0,0,0
1.09902,406.17620519754354,-3.8324819587599537,-94.2824494022708,0,0,0,0,0,0,0,0
1.09904,406.0492869971616,-3.8296493287830495,-92.4176513160914,0,0,0,0,0,0,0,0
1.09906,405.9221801597597,-3.7655777565690944,-90.54920473931617,0,0,0,0,0,0,0,0
1.09908,405.79445765652014,-3.6401656685884585,-88.67718343496595,0,0,0,0,0,0,0,0
1.0991,405.66518880608857,-3.5209227787091346,-86.80166130727034,0,0,0,0,0,0,0,0
1.09912,405.5342265502175,-3.542879898969113,-84.92271239861459,0,0,0,0,0,0,0,0
1.09914,405.40325336677273,-3.503068134881968,-83.0404108866673,0,0,0,0,0,0,0,0
1.09916,405.2718759550868,-3.4013947019552395,-81.15483108150323,0,0,0,0,0,0,0,0
1.09918,405.139700589976,-3.2377720732155577,-79.26604742255027,0,0,0,0,0,0,0,0
1.0992,405.0056378292016,-3.1471137392087294,-77.3741344757874,0,0,0,0,0,0,0,0
1.09922,404.87050119809857,-3.129224312584072,-75.47916693068119,0,0,0,0,0,0,0,0
1.09924,404.735129456809,-3.0489890329817846,-73.58121959728845,0,0,0,0,0,0,0,0
1.09926,404.5991635668372,-2.9063292924216326,-71.68036740335438,0,0,0,0,0,0,0,0
1.09928,404.4616163562452,-2.8359864806856554,-69.77668539123448,0,0,0,0,0,0,0,0
1.0993,404.3233099870101,-2.7703814617485785,-67.8702487150694,0,0,0,0,0,0,0,0
1.09932,404.1844601685997,-2.7093835134230666,-65.96113263769753,0,0,0,0,0,0,0,0
1.09934,404.04518286766574,-2.5855181371865057,-64.0494125277354,0,0,0,0,0,0,0,0
1.09936,403.9045919979153,-2.533350816100527,-62.13516385665414,0,0,0,0,0,0,0,0
1.09938,403.7636486138106,-2.418108156322404,-60.21846219567892,0,0,0,0,0,0,0,0
1.0994,403.62177293001537,-2.374271087836457,-58.299383212944086,0,0,0,0,0,0,0,0
1.0994199999999998,403.4796038559277,-2.2671574668631824,-56.37800267038457,0,0,0,0,0,0,0,0
1.09944,403.336357613241,-2.231153584930895,-54.45439642079682,0,0,0,0,0,0,0,0
1.09946,403.1928783051171,-2.131681781267833,-52.528640404896656,0,0,0,0,0,0,0,0
1.09948,403.0487138663726,-2.035865662890065,-50.60081064819931,0,0,0,0,0,0,0,0
1.0995,402.9040353277058,-1.9435941068113227,-48.67098325815749,0,0,0,0,0,0,0,0
1.09952,402.7584911894968,-1.9218762444546744,-46.73923442099976,0,0,0,0,0,0,0,0
1.09954,402.61280718954765,-1.8363338899252728,-44.80564039894992,0,0,0,0,0,0,0,0
1.09956,402.4667512612208,-1.686926560536913,-42.8702775269192,0,0,0,0,0,0,0,0
1.09958,402.3196858586719,-1.6747767657040948,-40.93322220970235,0,0,0,0,0,0,0,0
1.0996,402.17239382587405,-1.6655880052846062,-38.99455091899661,0,0,0,0,0,0,0,0
1.09962,402.02503256246285,-1.5922544047608127,-37.0543401901724,0,0,0,0,0,0,0,0
1.09964,401.8774077066839,-1.4547457287318193,-35.11266661946223,0,0,0,0,0,0,0,0
1.09966,401.72913372969145,-1.3199877885242053,-33.169606860796456,0,0,0,0,0,0,0,0
1.09968,401.58020406119766,-1.321752945504184,-31.22523762282969,0,0,0,0,0,0,0,0
1.0997,401.43125699142513,-1.2590915030671996,-29.27963566596535,0,0,0,0,0,0,0,0
1.09972,401.2821363463647,-1.131983665840689,-27.33287779920208,0,0,0,0,0,0,0,0
